state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
53,58.826829268292684,46188.33659730722,,3,0.27,0.29,0.04,0.9,0.13,0.04,0.39,0.47,0.32,0.52,0.28,1.0,0.17,0.37,0.24,0.46,0.55,0.53,0.56,0.22,0.25,0.25,0.22,0.1,0.17,0.25,0.27,0.27,0.46,0.19,0.27,0.33,0.53,0.35,0.22,0.56,0.35,0.42,0.76,0.44,0.77,0.8,0.36,0.41,0.47,0.49,0.42,0.43,0.44,0.09,0.24,0.05,0.33,0.35,0.36,0.35,0.09,0.09,0.08,0.07,0.92,0.05,0.2,0.15,0.28,0.35,0.24,0.51,0.11,0.59,0.0,0.25,0.77,0.48,0.42,0.43,0.27,0.3,0.46,0.08,0.07,0.08,0.17,0.19,0.2,0.19,0.6,0.33,0.35,0.15,0.13,0.11,0.51,0.45,0.67,0.61,0.04,0.1,0.95,0.13,0.07,0.13,0.38,0.1,0.93,0.92,0.06,0.03,0.08,0.07,0.06,0.57,0.35,0.16,0.26,0.25,0.07,0.05,0.79,1.0,0.69,0.11,0.33
8,58.826829268292684,46188.33659730722,,3,0.0,0.36,0.03,0.94,0.02,0.14,0.32,0.33,0.19,0.78,0.0,0.0,0.11,0.18,0.24,0.44,0.78,0.38,0.7,0.14,0.17,0.16,0.17,0.16,0.15,0.2,0.19,0.02,0.5,0.39,0.43,0.2,0.61,0.11,0.18,0.5,0.29,0.39,0.77,0.23,0.58,0.69,0.31,0.53,0.54,0.62,0.71,0.58,0.64,0.0,0.06,0.0,0.13,0.31,0.25,0.21,0.02,0.04,0.03,0.02,0.93,0.02,0.17,0.15,0.27,0.27,0.28,0.59,0.08,0.59,0.0,0.03,0.6,0.59,0.1,0.49,0.46,0.54,0.21,0.1,0.09,0.08,0.13,0.17,0.19,0.16,0.61,0.38,0.44,0.0,0.0,0.05,0.46,0.46,0.54,0.66,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.02,0.13,0.0,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.09
34,13.0,69274.0,,3,0.01,0.71,0.36,0.65,0.21,0.06,0.77,0.65,0.66,0.41,0.03,1.0,0.87,0.73,0.15,0.74,0.49,0.08,0.42,0.95,0.87,0.92,0.61,0.12,0.66,0.27,0.51,0.0,0.07,0.11,0.15,0.87,0.18,0.58,0.15,0.83,0.15,0.87,0.19,0.75,0.25,0.23,0.55,0.83,0.83,0.94,0.73,0.54,0.65,0.0,0.11,0.01,0.24,0.31,0.31,0.34,0.2,0.22,0.21,0.21,0.75,0.08,0.34,0.32,0.53,0.64,0.16,0.8,0.06,0.29,0.5,0.01,0.79,0.71,0.02,0.29,0.0,0.05,0.32,0.59,0.63,0.71,0.68,0.65,0.84,0.65,0.62,0.63,0.56,0.0,0.0,0.35,0.48,0.66,0.53,0.57,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.48,0.82,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.28
6,58.826829268292684,46188.33659730722,,3,0.02,0.4,0.02,0.67,1.0,0.21,0.29,0.35,0.22,0.64,0.03,1.0,0.57,0.48,0.27,0.69,0.59,0.1,0.71,0.58,0.57,0.59,0.3,0.52,0.42,0.47,0.56,0.01,0.13,0.21,0.26,0.38,0.15,0.46,0.15,0.36,0.22,0.48,0.36,0.36,0.4,0.39,0.39,0.71,0.73,0.86,0.66,0.32,0.39,0.0,0.08,0.04,0.35,0.41,0.49,0.46,0.65,0.66,0.71,0.62,0.44,0.3,0.19,0.19,0.42,0.45,0.39,0.58,0.24,0.44,0.5,0.01,0.92,0.57,0.03,0.23,0.38,0.02,0.06,1.0,1.0,1.0,0.8,0.79,0.98,0.8,0.8,0.59,0.17,0.0,0.0,0.78,0.5,0.67,0.68,0.73,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.53,0.28,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.12
39,35.0,29428.0,,3,0.03,0.38,0.29,0.77,0.03,0.01,0.31,0.4,0.24,0.68,0.05,1.0,0.28,0.42,0.01,0.52,0.69,0.27,0.8,0.3,0.25,0.25,0.25,0.21,0.25,0.28,0.34,0.02,0.14,0.27,0.49,0.12,0.36,0.39,0.54,0.35,0.47,0.27,0.38,0.39,0.37,0.39,0.44,0.6,0.62,0.74,0.62,0.6,0.58,0.01,0.19,0.01,0.11,0.09,0.14,0.14,0.03,0.02,0.03,0.03,0.83,0.06,0.19,0.18,0.41,0.42,0.3,0.81,0.05,0.34,0.5,0.03,0.86,0.79,0.28,0.54,0.27,0.1,0.19,0.12,0.1,0.08,0.29,0.28,0.27,0.27,0.33,0.42,0.46,0.0,0.0,0.1,0.85,0.9,0.97,0.94,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.02,0.37,0.35,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.15
34,7.0,4750.0,,3,0.0,0.46,0.02,0.97,0.05,0.03,0.34,0.47,0.32,0.51,0.02,1.0,0.38,0.63,0.04,0.5,0.58,0.18,0.66,0.37,0.31,0.3,0.41,0.0,0.29,0.45,0.35,0.0,0.1,0.36,0.56,0.11,0.31,0.53,0.37,0.17,0.48,0.18,0.43,0.42,0.39,0.42,0.49,0.64,0.65,0.76,0.64,0.33,0.5,0.0,0.14,0.0,0.0,0.03,0.12,0.19,0.0,0.01,0.02,0.03,0.89,0.07,0.23,0.24,0.51,0.58,0.34,0.69,0.13,0.42,0.5,0.0,0.94,0.64,0.35,0.29,0.35,0.1,0.1,0.22,0.19,0.16,0.13,0.34,0.35,0.32,0.19,0.41,0.51,0.0,0.0,0.1,0.52,0.87,0.85,0.83,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.01,0.35,0.24,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.03
53,58.826829268292684,46188.33659730722,,3,0.1,0.33,0.03,0.88,0.24,0.05,0.34,0.52,0.32,0.4,0.11,1.0,0.28,0.53,0.21,0.42,0.44,0.52,0.5,0.29,0.3,0.3,0.23,0.12,0.2,0.3,0.37,0.07,0.31,0.2,0.32,0.21,0.39,0.48,0.69,0.25,0.48,0.3,0.88,0.45,0.83,0.89,0.38,0.42,0.47,0.49,0.44,0.27,0.3,0.04,0.3,0.03,0.23,0.32,0.45,0.51,0.1,0.13,0.16,0.17,0.87,0.11,0.2,0.17,0.33,0.37,0.36,0.31,0.22,0.69,0.0,0.11,0.73,0.32,0.19,0.24,0.52,0.27,0.2,0.22,0.21,0.24,0.35,0.36,0.39,0.36,0.45,0.46,0.43,0.13,0.02,0.19,0.53,0.34,0.56,0.55,0.02,0.18,0.97,0.22,0.06,0.29,0.54,0.18,0.92,0.9,0.07,0.09,0.0,0.11,0.04,0.64,0.43,0.09,0.2,0.2,0.15,0.04,0.8,0.5,0.83,0.25,0.22
49,58.826829268292684,46188.33659730722,,3,0.1,1.0,0.0,0.96,0.1,0.05,0.67,0.52,0.26,0.06,0.12,1.0,0.53,0.86,0.28,0.52,0.12,0.11,0.24,0.47,0.26,0.25,0.37,0.26,0.23,0.41,0.39,0.03,0.1,0.03,0.09,0.47,0.17,0.74,0.27,0.4,0.22,0.51,0.18,0.31,0.24,0.22,1.0,0.91,0.95,0.92,0.86,0.39,0.44,0.01,0.03,0.01,0.24,0.23,0.26,0.33,0.05,0.04,0.04,0.05,0.92,0.04,1.0,1.0,1.0,1.0,0.83,0.9,0.15,0.1,1.0,0.03,0.89,0.88,0.1,0.39,0.81,0.05,0.15,0.2,0.18,0.18,0.29,0.33,0.43,0.38,0.28,0.49,0.18,0.0,0.0,0.08,0.68,0.54,0.7,0.59,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.06,0.31,0.13,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.05
13,58.826829268292684,46188.33659730722,,3,0.03,0.37,0.58,0.52,0.04,0.03,0.45,0.46,0.34,0.59,0.05,1.0,0.16,0.38,0.19,0.33,0.71,0.51,0.44,0.19,0.23,0.3,0.18,0.1,0.28,0.24,0.26,0.05,0.49,0.61,0.64,0.27,0.47,0.33,0.57,0.56,0.65,0.37,0.68,0.44,0.66,0.7,0.42,0.34,0.32,0.35,0.32,0.67,0.65,0.04,0.51,0.0,0.29,0.36,0.62,0.74,0.04,0.04,0.06,0.07,0.94,0.05,0.22,0.19,0.34,0.35,0.37,0.39,0.13,0.61,0.0,0.06,0.66,0.4,0.44,0.48,0.4,0.67,0.42,0.06,0.07,0.11,0.04,0.09,0.14,0.13,0.44,0.23,0.43,0.01,0.0,0.05,0.79,0.49,0.7,0.73,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.07,0.1,0.12,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.78
37,58.826829268292684,46188.33659730722,,3,0.03,0.31,0.33,0.72,0.06,0.01,0.45,0.54,0.41,0.49,0.04,1.0,0.26,0.58,0.19,0.45,0.49,0.22,0.28,0.29,0.35,0.4,0.18,0.13,0.28,0.3,0.47,0.03,0.29,0.39,0.48,0.37,0.22,0.61,0.85,0.28,0.72,0.36,0.71,0.46,0.66,0.71,0.32,0.43,0.45,0.42,0.48,0.74,0.74,0.02,0.39,0.0,0.35,0.55,0.73,0.67,0.05,0.07,0.08,0.07,0.95,0.05,0.12,0.1,0.28,0.31,0.29,0.41,0.11,0.63,0.0,0.05,0.72,0.4,0.12,0.34,0.58,0.42,0.25,0.11,0.12,0.17,0.19,0.22,0.23,0.24,0.21,0.39,0.33,0.02,0.0,0.05,0.73,0.45,0.49,0.53,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.06,0.12,0.02,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.46
13,58.826829268292684,46188.33659730722,,3,0.01,0.5,0.9,0.28,0.04,0.01,0.41,0.4,0.25,0.58,0.0,0.0,0.14,0.37,0.31,0.27,0.55,0.79,0.53,0.18,0.2,0.35,0.14,0.0,0.34,0.0,0.19,0.03,0.67,0.63,0.65,0.26,0.55,0.28,0.6,0.53,0.54,0.4,0.76,0.39,0.63,0.72,0.51,0.28,0.26,0.03,0.24,0.52,0.62,0.03,0.74,0.0,0.28,0.34,0.28,0.24,0.02,0.02,0.02,0.01,0.96,0.03,0.27,0.24,0.46,0.45,0.49,0.49,0.23,0.46,0.5,0.03,0.62,0.5,0.08,0.68,0.58,0.7,0.25,0.07,0.07,0.09,0.01,0.08,0.12,0.11,0.52,0.35,0.37,0.0,0.0,0.03,0.86,0.61,0.74,0.77,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.03,0.11,0.04,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.34
53,58.826829268292684,46188.33659730722,,3,0.01,0.3,0.01,0.91,0.12,0.05,0.38,0.42,0.27,0.55,0.0,0.0,0.17,0.34,0.03,0.37,0.55,0.56,0.57,0.22,0.23,0.22,0.03,0.1,0.25,0.28,0.34,0.03,0.48,0.31,0.46,0.18,0.75,0.24,0.58,0.35,0.63,0.31,0.81,0.38,0.68,0.76,0.4,0.46,0.5,0.34,0.72,0.06,0.08,0.01,0.29,0.0,0.17,0.25,0.37,0.35,0.05,0.06,0.08,0.07,0.9,0.04,0.21,0.17,0.31,0.35,0.3,0.49,0.12,0.58,0.0,0.03,0.67,0.47,0.38,0.55,0.06,0.47,0.25,0.06,0.05,0.06,0.12,0.16,0.15,0.15,0.55,0.2,0.32,0.01,0.0,0.12,0.65,0.53,0.74,0.73,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.03,0.13,0.17,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.22
55,105.0,6500.0,,3,0.04,0.45,0.31,0.73,0.07,0.03,0.48,0.51,0.36,0.43,0.06,1.0,0.23,0.48,0.2,0.43,0.54,0.74,0.49,0.25,0.21,0.24,0.18,0.15,0.19,0.15,0.17,0.05,0.46,0.28,0.48,0.16,0.55,0.47,0.92,0.36,0.76,0.3,0.59,0.43,0.62,0.63,0.48,0.38,0.4,0.26,0.3,0.56,0.6,0.05,0.58,0.01,0.33,0.35,0.37,0.42,0.05,0.05,0.05,0.05,0.94,0.04,0.23,0.21,0.45,0.45,0.45,0.51,0.11,0.51,0.5,0.04,0.81,0.52,0.29,0.58,0.23,0.49,0.26,0.05,0.03,0.03,0.2,0.21,0.21,0.23,0.63,0.13,0.44,0.01,0.0,0.07,0.67,0.56,0.76,0.66,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.04,0.18,0.06,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.14
6,58.826829268292684,46188.33659730722,,3,0.08,0.68,0.01,0.0,1.0,0.58,0.41,0.52,0.35,0.46,0.1,1.0,0.35,0.51,0.17,0.47,0.43,0.67,0.36,0.34,0.28,0.35,0.39,0.24,0.3,0.3,0.4,0.09,0.43,0.56,0.52,0.35,0.38,0.36,0.35,0.38,0.35,0.44,0.26,0.58,0.34,0.32,0.74,0.62,0.58,0.68,0.63,0.38,0.22,0.03,0.23,0.21,0.47,0.52,0.59,0.68,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.66,0.74,0.65,0.82,0.39,1.0,0.64,0.0,0.04,0.87,0.45,0.11,0.18,0.48,0.09,0.57,0.58,0.64,0.65,0.6,0.59,0.63,0.58,0.81,0.58,0.22,0.0,0.0,1.0,0.31,0.53,0.68,0.49,0.0,0.1,0.99,0.14,0.01,0.08,0.22,0.1,0.51,0.16,0.07,0.83,1.0,0.93,0.01,0.5,0.37,0.02,0.67,0.27,0.01,0.02,0.97,0.5,0.59,0.16,0.37
55,141.0,49675.0,,3,0.01,0.35,0.0,0.98,0.05,0.01,0.36,0.46,0.28,0.51,0.0,0.0,0.25,0.54,0.2,0.63,0.54,0.33,0.3,0.29,0.29,0.27,0.0,0.14,0.78,0.02,0.31,0.01,0.2,0.47,0.39,0.31,0.27,0.57,0.33,0.89,0.42,0.45,0.29,0.37,0.32,0.32,0.44,0.71,0.8,0.75,0.67,0.68,0.78,0.0,0.1,0.0,0.25,0.18,0.29,0.25,0.02,0.01,0.02,0.02,0.95,0.04,0.15,0.14,0.37,0.52,0.16,0.64,0.05,0.5,0.5,0.01,0.91,0.55,0.0,0.38,0.52,0.16,0.06,0.09,0.08,0.08,0.15,0.19,0.19,0.17,0.28,0.27,0.37,0.0,0.0,0.03,0.85,0.54,0.65,0.79,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.03,0.15,0.0,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.06
47,58.826829268292684,46188.33659730722,,3,0.01,0.34,0.33,0.72,0.05,0.01,0.4,0.47,0.31,0.57,0.0,0.0,0.14,0.39,0.36,0.24,0.58,0.55,0.28,0.17,0.18,0.19,0.18,0.06,0.4,0.16,0.12,0.02,0.52,0.86,0.79,0.14,0.38,0.42,0.93,0.15,0.91,0.18,0.7,0.32,0.63,0.68,0.36,0.42,0.44,0.43,0.52,0.72,0.68,0.01,0.41,0.0,0.38,0.89,1.0,1.0,0.03,0.07,0.08,0.07,0.97,0.06,0.14,0.13,0.35,0.33,0.41,0.49,0.13,0.59,0.0,0.02,0.69,0.51,0.11,0.52,0.54,0.77,0.22,0.07,0.06,0.06,0.06,0.13,0.17,0.14,0.42,0.37,0.57,0.0,0.0,0.03,0.86,0.53,0.75,0.81,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.04,0.08,0.0,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.24
12,58.826829268292684,46188.33659730722,,3,0.01,0.38,0.01,0.98,0.02,0.02,0.32,0.35,0.2,0.72,0.02,1.0,0.22,0.21,0.08,0.47,0.81,0.24,0.86,0.19,0.2,0.19,0.32,0.15,0.27,0.0,0.33,0.01,0.26,0.27,0.49,0.11,0.22,0.31,0.3,0.25,0.43,0.25,0.56,0.17,0.51,0.55,0.33,0.64,0.62,0.62,0.54,0.5,0.53,0.0,0.03,0.0,0.13,0.09,0.08,0.13,0.03,0.02,0.01,0.02,0.92,0.03,0.14,0.15,0.42,0.35,0.62,0.71,0.09,0.51,0.5,0.04,0.48,0.76,0.09,0.45,0.88,0.25,0.15,0.13,0.11,0.09,0.36,0.33,0.33,0.38,0.49,0.6,0.28,0.0,0.0,0.09,0.17,0.33,0.45,0.27,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.02,0.18,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.4
6,58.826829268292684,46188.33659730722,,3,0.03,0.6,0.03,0.86,0.17,0.27,0.39,0.5,0.26,0.18,0.0,0.0,0.54,0.72,0.6,0.44,0.25,0.16,0.41,0.48,0.4,0.4,0.41,0.27,0.36,0.38,0.38,0.01,0.12,0.14,0.19,0.34,0.24,0.69,0.31,0.23,0.33,0.45,0.44,0.25,0.44,0.45,0.6,0.8,0.82,0.79,0.68,0.43,0.4,0.0,0.09,0.02,0.36,0.5,0.62,0.61,0.24,0.3,0.33,0.3,0.74,0.25,0.3,0.31,0.67,0.7,0.58,0.58,0.22,0.39,0.5,0.08,0.39,0.56,0.02,0.13,1.0,0.09,0.0,0.51,0.5,0.52,0.62,0.58,0.68,0.57,0.56,0.96,0.32,0.0,0.0,0.28,0.5,0.0,0.0,0.47,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.07,0.09,0.0,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.22
21,58.826829268292684,46188.33659730722,,3,0.03,0.24,0.41,0.67,0.02,0.01,0.32,0.35,0.2,0.73,0.0,0.0,0.09,0.17,0.12,0.36,0.79,0.61,0.6,0.14,0.23,0.27,0.16,0.09,0.15,0.29,0.17,0.06,0.63,0.5,0.54,0.22,0.48,0.21,0.23,0.48,0.4,0.34,0.7,0.29,0.7,0.74,0.31,0.3,0.34,0.33,0.33,0.34,0.34,0.03,0.39,0.0,0.15,0.28,0.4,0.52,0.01,0.02,0.02,0.03,0.97,0.03,0.14,0.12,0.24,0.27,0.25,0.45,0.08,0.64,0.0,0.06,0.63,0.44,0.24,0.61,0.33,0.6,0.32,0.03,0.03,0.07,0.05,0.08,0.11,0.08,0.47,0.18,0.35,0.01,0.0,0.02,0.7,0.57,0.71,0.69,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.05,0.13,0.04,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.69
48,58.826829268292684,46188.33659730722,,3,0.05,0.34,0.09,0.8,0.31,0.14,0.32,0.62,0.32,0.08,0.06,1.0,0.38,0.93,0.14,0.37,0.08,0.03,0.17,0.4,0.39,0.4,0.38,0.29,0.21,0.43,0.47,0.02,0.13,0.13,0.22,0.41,0.22,0.88,0.32,0.16,0.33,0.4,0.68,0.39,0.79,0.77,0.45,0.65,0.67,0.78,0.42,0.63,0.64,0.01,0.15,0.02,0.33,0.45,0.56,0.64,0.18,0.22,0.24,0.25,0.79,0.14,0.17,0.15,0.38,0.52,0.31,0.36,0.2,0.6,0.0,0.09,0.6,0.32,0.03,0.14,0.81,0.37,0.06,0.16,0.15,0.15,0.36,0.34,0.39,0.33,0.24,0.44,0.19,0.0,0.0,0.23,0.48,0.27,0.36,0.49,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.04,0.2,0.01,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.11
36,119.0,84077.0,,3,0.04,0.62,0.06,0.91,0.15,0.07,0.38,0.39,0.27,0.36,0.05,0.92,0.79,0.7,0.22,0.75,0.44,0.1,0.57,0.76,0.59,0.57,0.55,0.41,0.42,1.0,0.86,0.01,0.08,0.15,0.18,0.58,0.16,0.61,0.27,0.6,0.13,0.68,0.14,0.36,0.16,0.15,0.6,0.95,0.93,0.91,0.89,0.35,0.47,0.0,0.06,0.02,0.17,0.24,0.26,0.28,0.12,0.15,0.15,0.15,0.8,0.07,0.24,0.27,0.64,0.68,0.27,0.9,0.05,0.32,0.5,0.04,0.77,0.85,0.0,0.68,0.52,0.01,0.27,0.6,0.57,0.53,0.57,0.63,0.81,0.68,0.66,0.64,0.79,0.01,0.0,0.3,0.81,0.81,0.8,0.86,0.06965517241379311,0.21746081504702197,0.9247335423197492,0.2463322884012539,0.09799373040752352,0.21520376175548586,0.34363636363636363,0.21749216300940438,0.6894043887147336,0.7269592476489029,0.22047021943573672,0.13485893416927902,0.114858934169279,0.25918495297805644,0.0755485893416928,0.556050156739812,0.305987460815047,0.11,0.08,0.44,0.16310344827586207,0.07670846394984326,0.69858934169279,0.44043887147335425,0.0,0.1950783699059561,0.02
